B.S.,A.D.,Time,Latitude,Longitude,Magnitude,Recorded Centre,Location
2066-8-7,2009-11-22,,29.02,82.15,4.5,NSC,Jajarkot
2066-7-22,2009-11-08,,30.11,81.91,4.3,NSC,Humla
2066-7-16,2009-11-02,,27.87,87.94,4,NSC,Taplejung
2066-7-15,2009-11-01,,30.1,81.81,4.5,NSC,Humla
2066-7-12,2009-10-29,,28.73,83.11,4.1,NSC,Rukum
2066-6-10,2009-09-26,,29.81,82.05,4.3,NSC,Humla
2066-4-18,2009-08-02,,28.12,85.18,4,NSC,Rasuwa
2066-3-28,2009-07-12,,27.71,86.36,4.3,NSC,Dolakha
2066-1-31,2009-05-14,,27.43,87.35,4.2,NSC,Sankhuwasava
2066-1-31,2009-05-14,,27.48,87.36,4.6,NSC,Sankhuwasava
2065-12-31,2009-04-13,,28.25,84.54,4.3,NSC,Lamjung
2065-12-31,2009-04-13,,28.3,84.55,4,NSC,Lamjung
2065-11-29,2009-03-12,,28.43,84.42,4.1,NSC,Lamjung
2065-11-25,2009-03-08,,27.41,87.8,4.5,NSC,Taplejung
2065-10-10,2009-01-23,,29.05,81.4,4.2,NSC,Achham
2065-9-26,2009-01-10,,27.9,88.04,4.2,NSC,Taplejung
2065-9-14,2008-12-29,,30.13,82.03,4,NSC,Humla
2065-9-11,2008-12-26,,30.09,81.9,4.5,NSC,Humla
2065-9-8,2008-12-23,,28.19,84.39,4.4,NSC,Lamjung
2065-9-4,2008-12-19,,30.1,81.91,4.4,NSC,Humla
2065-8-23,2008-12-08,,30.15,81.86,6,NSC,Humla
2065-8-17,2008-12-02,,27.34,87.92,4.1,NSC,Taplejung
2065-8-17,2008-12-02,,27.29,87.92,4.3,NSC,Taplejung
2065-8-17,2008-12-02,,27.3,87.99,4,NSC,Taplejung
2065-8-17,2008-12-02,,27.3,88.03,4,NSC,Taplejung
2065-8-17,2008-12-02,,27.32,87.99,5.4,NSC,Taplejung
2065-8-16,2008-12-01,,28.18,85.29,4.8,NSC,Rasuwa
2065-6-21,2008-10-07,,27.47,87.71,4.5,NSC,Taplejung
2065-5-25,2008-09-10,,28.4,83.01,4.1,NSC,Baglung
2065-4-18,2008-08-02,,28.18,85.29,4.4,NSC,Bajura
2065-3-6,2008-06-20,,27.98,85.73,4.8,NSC,Sindhupalchowk
2065-3-1,2008-06-15,,29.73,80.96,5,NSC,Darchula
2065-2-20,2008-06-02,,27.8,85.91,4.1,NSC,Sindhupalchowk
2065-2-7,2008-05-20,,28.33,83.33,4.3,NSC,Baglung
2065-1-26,2008-05-08,,27.5,87.52,4.2,NSC,Taplejung
2064-12-4,2008-03-17,,29.76,81.53,4.6,NSC,Bajhang-Bajura border
2064-11-19,2008-03-02,,29.69,81.76,4.4,NSC,Humla
2064-11-4,2008-02-16,,26.8,86.25,4.2,NSC,Siraha
2064-11-2,2008-02-14,,27.8,86.53,4.1,NSC,Taplejung
2064-10-1,2008-01-15,,27.37,86.53,4.1,NSC,Okhaldhunga
2064-8-15,2007-12-01,,28.05,85.28,4.1,NSC,Rasuwa
2064-7-19,2007-11-05,,28.2,84.45,4.5,NSC,Lamjung
2064-7-12,2007-10-29,,27.9,85.45,5,NSC,Nuwakot
2064-6-25,2007-10-12,,27.75,86.12,4,NSC,Dolakha
2064-5-21,2007-09-07,,28.05,85.33,4.2,NSC,Rasuwa
2064-5-21,2007-09-07,,27.72,86.26,4.1,NSC,Dolakha
2064-4-26,2007-08-11,,27.28,87.9,5.2,NSC,Taplejung
2064-4-21,2007-08-06,,27.84,85.69,4.1,NSC,Sindhupalchowk
2064-4-18,2007-08-03,,27.24,87.03,4.5,NSC,Bhojpur
2064-4-18,2007-08-03,,27.2,87.04,4.3,NSC,Bhojpur
2064-4-18,2007-08-03,,27.21,87.97,4.4,NSC,Panchthar
2064-4-18,2007-08-03,,27.24,87.02,4,NSC,Bhojpur
2064-4-16,2007-08-01,,29.49,81.91,4.6,NSC,Mugu
2064-4-14,2007-07-30,,27.27,87.02,4.1,NSC,Bhojpur
2064-3-23,2007-07-07,,28.08,85.3,4,NSC,Rasuwa
2064-3-3,2007-06-17,,27.83,84.91,4.3,NSC,Dhading
2064-2-21,2007-06-04,,27.44,83.89,4.2,NSC,Nepal-India Border
2064-2-2,2007-05-16,,27.5,88.08,4.6,NSC,Nepal-India Border
2063-11-26,2007-03-10,,29.47,81.73,4.5,NSC,Bajhang
2063-11-3,2007-02-15,,29.83,81.45,5,NSC,Bajhang
2063-10-23,2007-02-06,,28.36,83.43,4.2,NSC,Myagdi
2063-10-23,2007-02-06,,28.35,83.43,4.1,NSC,Myagdi
2063-10-22,2007-02-05,,30.1,81.05,4.2,NSC,Darchula
2063-7-25,2006-11-11,,27.21,87.63,4.2,NSC,Tehrathum
2063-6-10,2006-09-26,,30.1,80.83,4.5,NSC,Darchula
2063-6-3,2006-09-19,,29.62,81.54,5,NSC,Bajura
2063-6-1,2006-09-17,,26.98,87.8,4.2,NSC,Illam
2063-5-14,2006-08-30,,29.05,83.6,4.3,NSC,Mustang
2063-4-30,2006-08-15,,27.89,85.7,4.3,NSC,Sindhupalchowk
2063-1-22,2006-05-05,,29.43,81.26,4.8,NSC,Bajhang
2062-12-22,2006-04-04,,27.91,85.83,4.6,NSC,Sindhupalchowk
2062-11-7,2006-02-19,,28.24,83.89,4.7,NSC,Baglung
2062-10-21,2006-02-03,,27.18,86.8,5.4,NSC,Khotang
2062-7-20,2005-11-06,,29.61,82.02,5.1,NSC,Mugu
2062-7-14,2005-10-31,,28.65,84.83,4.5,NSC,Gorkha
2062-7-14,2005-10-31,,29.64,82.06,5.1,NSC,Mugu
2062-7-12,2005-10-29,,29.5,81.88,5.1,NSC,Mugu
2062-5-12,2005-08-28,,27.31,87.22,5.3,NSC,Sankhuwasava
2062-4-24,2005-08-08,,27.98,85.51,4.2,NSC,Sindhupalchowk
2062-4-12,2005-07-27,,27.47,68.88,4.3,NSC,Solukhumbu
2062-2-32,2005-06-14,,27.28,87.89,4.5,NSC,Tibet
2062-1-22,2005-05-05,,27.69,87.7,4.1,NSC,Taplejung
2062-1-2,2005-04-15,,27.92,85.71,4.1,NSC,Sindhupalchowk
2061-12-25,2005-04-07,,29.35,81.88,4.2,NSC,Kalikot
2061-12-22,2005-04-04,,28.54,83.31,4.1,NSC,Myagdi
2061-12-22,2005-04-04,,28.56,83.18,4.1,NSC,Myagdi
2061-12-16,2005-03-29,,28.15,84.37,4,NSC,Lamjung
2061-12-16,2005-03-29,,28.04,84.74,4,NSC,Gorkha
2061-12-16,2005-03-29,,28.11,84.77,4.4,NSC,Gorkha
2061-12-16,2005-03-29,,28.14,84.8,4.1,NSC,Gorkha
2061-12-6,2005-03-19,,28.25,84.39,5.4,NSC,Lamjung
2061-11-22,2005-03-05,,28.27,84.39,5,NSC,Lamjung
2061-10-26,2005-02-08,,27.76,86.07,5,NSC,Dolakha
2061-10-3,2005-01-16,,29.81,81.04,4.5,NSC,Bajhang
2061-10-3,2005-01-16,,29.68,81.14,5,NSC,Bajhang
2061-9-12,2004-12-27,,27.76,86.2,4.2,NSC,"Nagpa, Dolakaha"
2061-9-11,2004-12-26,,29.9,81.63,4.3,NSC,"Sain, Bajura"
2061-8-2,2004-11-17,,28.26,84.67,4.1,NSC,"Kharibot, Lamjung"
2061-7-24,2004-11-09,,28.77,82.95,4.4,NSC,RahalGaun/Rukum 
2061-6-19,2004-10-05,,26.83,86.55,4.1,NSC,"Simle, Udayapur"
2061-5-27,2004-09-12,,29.51,81.84,4.4,NSC,"Shirkot, Mugu"
2061-5-17,2004-09-02,,27.87,85.93,4.2,NSC,"Listikot, Sindhupalchowk"
2061-5-6,2004-08-22,,28.03,85.24,4.1,NSC,"Kaseri, Rasuwa"
2061-4-5,2004-07-20,,27.96,85.88,4.5,NSC,"Listikot, Sindhupalchok"
2061-4-1,2004-07-16,,28.32,84.06,4.6,NSC,"Ghalegaun, Kaski"
2061-2-16,2004-05-29,,28.59,82.98,4.3,NSC,"Niseldhar, Baglung"
2061-2-16,2004-05-29,,28.55,82.96,4.9,NSC,"Niseldhar, Baglung"
2061-2-16,2004-05-29,,28.58,89.97,4.3,NSC,"Niseldhar, Baglung"
2060-12-18,2004-03-31,,27.18,87.63,4.6,NSC,"Isabun,Terathum"
2060-12-4,2004-03-17,,27.67,87.82,4.1,NSC,"Amjilesa, Taplejung"
2060-11-6,2004-02-18,,27.61,87.8,4.7,NSC,"Amjilesa, Taplejung"
2060-11-2,2004-02-14,,29.67,80.88,4.3,NSC,"Brahmajali, Bhajhang"
2060-10-19,2004-02-02,,29.32,81.53,4.1,NSC,"Tolideval, Bajura"
2060-9-23,2004-01-07,,28.07,85,4,NSC,"Darkha, Dhading"
2060-9-19,2004-01-03,,27.76,86.07,4.5,NSC,"Listikot, Sindhupalchok"
2060-9-19,2004-01-03,,27.87,86.06,5.5,,"Listikot, Sindhupalchok"
2060-9-4,2003-12-19,,27.06,87.97,4.2,NSC,Illam
2060-8-25,2003-12-11,,29.85,80.54,4.1,NSC,Darchula
2060-8-19,2003-12-05,,28.4,83.93,4,NSC,Kaski
2060-8-7,2003-11-23,,28.3,83.88,4.4,NSC,Kaski
2060-8-7,2003-11-23,,28.41,83.97,3.6,NSC,Kaski
2060-8-7,2003-11-23,,28.45,83.94,4.5,NSC,Kaski
2060-8-6,2003-11-22,,28.47,83.91,5,NSC,Kaski
2060-7-19,2003-11-05,,27.78,86.16,4.1,NSC,Dolakha
2060-7-12,2003-10-29,,27.26,86.69,4,NSC,Khotang
2060-6-12,2003-09-29,,27.52,87.86,4.6,NSC,Taplejung
2060-6-7,2003-09-24,,28.99,81.96,4.3,NSC,Dailekh
2060-4-20,2003-08-05,,27.99,86.03,4.2,NSC,Sidhupalchowk
2060-4-17,2003-08-02,,29.51,82.1,4.4,NSC,Mugu
2060-4-12,2003-07-28,,28.75,82.52,4.5,,Rukum
2060-3-9,2003-06-23,,27.79,87.97,4.8,NSC,Taplejung
2059-12-21,2003-04-04,,30.1,80.39,5,NSC,Pithoragarh
2059-12-15,2003-03-29,,27.46,86.63,4,NSC,Tibet
2059-12-11,2003-03-25,,27.18,89.59,5.7,NSC,Bhutan
2059-11-14,2003-02-26,,28.47,86.01,5,NSC,Tibet
2059-8-4,2002-11-20,,29.61,81.56,4.4,RSC,Bajura
2059-6-25,2002-10-11,,28.28,83.94,4,NSC,Kaski
2059-6-23,2002-10-09,,28.18,83.9,4.1,NSC,Kaski
2059-5-24,2002-09-09,,28.98,28.98,4.1,NSC,Kailali
2059-4-26,2002-08-11,,26.97,86.4,4.1,NSC,Udayapur
2059-3-32,2002-07-16,,27.75,87.36,4.3,NSC,Sankhuwasava
2059-3-18,2002-07-02,,27.17,84.82,4.1,NSC,Parsa
2059-3-6,2002-06-20,,25.63,88.38,5.5,NSC,Bangladesh
2059-2-30,2002-06-13,,28.23,84.86,4,NSC,Dhading
2059-2-24,2002-06-07,,28.77,81.12,4,RSC,Kailali
2059-2-22,2002-06-05,,28.86,80.75,4,RSC,Kailali
2059-2-21,2002-06-04,,28.79,80.53,4,NSC,Kanchanpur
2059-2-21,2002-06-04,,30.71,81.34,6,NSC,Tibet
2059-1-19,2002-05-02,,27.67,86.67,5.2,NSC,Solukhumbu
2059-1-2,2002-04-15,,26.87,86.31,4,NSC,Udayapur
2058-12-27,2002-04-09,,27.46,86.174,4,NSC,Ramechhap
2058-10-21,2002-02-03,,27.72,86.37,4.1,NSC,Dolakha
2058-9-4,2001-12-19,,23.83,89.88,4.8,NSC,Bangaladesh
2058-9-3,2001-12-18,,29.58,81.8,4.8,RSC,Mugu
2058-8-13,2001-11-28,,29.59,81.77,4.5,RSC,Mugu
2058-8-12,2001-11-27,,29.52,81.99,5.2,RSC,Mugu
2058-8-12,2001-11-27,,29.63,81.79,5.7,RSC,Mugu
2058-8-12,2001-11-27,,29.53,81.81,5.8,RSC,Mugu
2058-7-11,2001-10-27,,29.56,81.46,4.7,RSC,Humla
2058-6-11,2001-09-27,,26.98,87.78,4.8,NSC,Udayapur
2058-5-28,2001-09-13,,29.821,80.644,5,NSC,Darchula
2058-4-1,2001-07-16,,28.29,84.27,4.8,NSC,Lamjung
2058-4-1,2001-07-16,,27.97,84.68,5.9,NSC,Gorkha
2058-3-27,2001-07-11,,29.507,81.394,4.3,NSC,Bajhang
2058-1-2,2001-04-15,,29.458,81.4,4.4,RSC,Bajura
2057-12-22,2001-04-04,,27.806,86.171,4.8,NSC,Dolakha
2057-10-13,2001-01-26,,24.173,69.853,7,NSC,Bhuj/India
2057-9-16,2000-12-31,,27.84,87.71,4.1,NSC,Taplejung
2057-5-17,2000-09-02,,28.071,85.334,4.5,NSC,Nuwakot
2057-2-20,2000-06-02,,28.07,83.29,4.2,NSC,Arghanchi
2056-12-4,2000-03-17,,27.76,87.55,4.2,NSC,Sankhuwasabha
2056-11-30,2000-03-13,,27.73,87.71,5.1,NSC,Sankhuwasabha
2056-11-30,2000-03-13,,27.99,87.42,5,NSC,Taplejung
2056-11-30,2000-03-13,,29.77,81.41,4.2,NSC,Bajhang
2056-11-14,2000-02-26,,28.617,82.314,5.1,NSC,Jajarkot
2056-10-11,2000-01-25,,27.378,88.059,4.6,NSC,Taplejung
2056-10-6,2000-01-20,,27.928,86.06,4.8,NSC,Sindhupalchowk
2056-8-25,1999-12-11,,30.159,81.563,4.6,NSC,Humla
2056-6-3,1999-09-20,,27.38,87.897,4.5,NSC,Taplejung 
2056-5-9,1999-08-25,,28.157,84.742,4.5,NSC,Gorkha
2056-4-25,1999-08-10,,27.795,86.208,5.7,NSC,Dolakha
2055-12-24,1999-04-07,,29.596,81.226,4.4,RSC,Bajhang
2055-12-14,1999-03-28,,30.498,79.257,6.5,RSC,Chamauli/India
2055-12-5,1999-03-19,,27.934,85.834,4.8,NSC,Sindhupalchowk
2055-11-7,1999-02-19,,29.867,80.618,4.6,RSC,Darchula
2055-10-28,1999-02-11,,28.61,83.348,4.7,NSC,Myagdi
2055-8-10,1998-11-26,,27.859,87.814,5.4,NSC,Taplejung
2055-6-30,1998-10-16,,28.077,85.66,4.9,NSC,Sindhupalchowk
2055-5-25,1998-09-10,,27.444,88.33,5,NSC,Taplejung
2055-5-21,1998-09-06,,27.797,87.015,4.7,NSC,Solukhumbu
2055-5-18,1998-09-03,,27.873,86.964,5.6,NSC,Solukhumbu
2055-3-31,1998-07-15,,29.551,81.247,5.1,NSC,Bajhang
2055-3-13,1998-06-27,,27.866,85.812,5,NSC,Sankhuwasabha
2055-2-2,1998-05-16,,26.76,84.817,4.8,NSC,Parsa
2055-1-27,1998-05-10,,29.41,82.38,4.7,RSC,Jumla
2054-11-16,1998-02-28,,27.15,87.86,5,NSC,Panchthar
2054-11-10,1998-02-22,,28.72,85.52,5.5,NSC,Tibet
2054-10-30,1998-02-12,,27.59,88.19,4.6,NSC,Taplejung
2054-8-23,1997-12-08,,27.19,86.85,5,NSC,Khotang
2054-8-12,1997-11-27,,27.74,87,5.5,NSC,Solukhumbu
2054-8-11,1997-11-26,,27.75,86,4.3,NSC,Dolakha
2054-7-8,1997-10-24,,28.66,82.54,5.2,RSC,Rukum
2054-6-25,1997-10-11,,27.65,86.41,4.8,NSC,Ramechhap
2054-2-15,1997-05-28,,28.68,82.58,4.5,RSC,Rukum
2054-2-8,1997-05-21,,23.71,80.47,6,NSC,India
2053-12-25,1997-04-07,,27.5,87.746,4.6,NSC,Solukhumbu
2053-12-11,1997-03-24,,28.06,85.28,5,NSC,Rasuwa
2053-11-7,1997-02-18,,29.52,81.33,4.4,RSC,Bajhang
2053-10-28,1997-02-10,,28.12,85.33,4.2,NSC,Rasuwa
2053-10-21,1997-02-03,,28.02,85.33,5,NSC,Rasuwa
2053-10-21,1997-02-03,,28.09,85.29,4.7,NSC,Rasuwa
2053-10-19,1997-02-01,,28,85.303,4.7,NSC,Rasuwa
2053-10-18,1997-01-31,,28.078,85.286,5.8,NSC,Rasuwa
2053-10-18,1997-01-31,,28.015,85.301,5,NSC,Rasuwa
2053-9-21,1997-01-05,,29.785,80.588,5.6,RSC,Darchula
2053-9-17,1997-01-01,,27.005,86.561,4.5,NSC,Udayapur
2053-9-14,1996-12-29,,29.75,81.828,5.2,RSC,Humla
2053-9-7,1996-12-22,,29.012,81.726,4.4,RSC,Dailekh
2053-8-18,1996-12-03,,27.39,86.842,5.3,NSC,Solukhumbu
2053-7-23,1996-11-08,,29.667,81.699,4.9,RSC,Humla
2053-7-19,1996-11-04,,29.63,81.859,4.9,RSC,Mugu
2053-6-30,1996-10-16,,28.778,79.951,4.4,RSC,
2053-3-26,1996-07-10,,29.616,81.981,4.6,RSC,Mugu
2053-1-14,1996-04-26,,27.935,87.705,5.3,NSC,Taplejung
2052-11-16,1996-02-28,,27.122,86.766,4.8,NSC,Udayapur
2052-6-18,1995-10-04,05:30,28.27,84.44,4.7,NSC,Lamjung
2052-4-22,1995-08-07,,25.75,86.24,4.5,NSC,India
2052-4-22,1995-08-07,,29.88,81.63,5,RSC,Bajura
2052-4-18,1995-08-03,,30.04,81.54,4.8,RSC,Humla
2052-3-7,1995-06-21,,21.81,85.27,6,NSC,India
2052-2-28,1995-06-11,,27.22,87.95,4.2,NSC,Taplejung
2052-1-4,1995-04-17,,29.51,81.71,4.7,RSC,Bajura
2051-11-6,1995-02-18,,27.74,85.88,4.6,NSC,Kavrepalanchowk
2051-10-16,1995-01-30,,29.32,82.19,4.3,RSC,Jumla
2051-10-16,1995-01-30,,29.38,82.3,4.2,RSC,Jumla
2051-10-15,1995-01-29,,26.85,86.11,4.5,NSC,Dhanusa
2051-10-5,1995-01-19,,28.35,83.44,4.3,NSC,Magdi
2051-8-27,1994-12-13,,28.7,82.88,4.6,,Rukum
2051-8-26,1994-12-12,,29.84,80.69,4.6,,Darchula
2051-8-11,1994-11-27,,29.72,81.56,4.5,,Bajura
2051-8-5,1994-11-21,,29.54,81.15,4.2,,Bajhang
2051-7-7,1994-10-24,,28.92,82,4.7,,Jajarkot
2051-7-5,1994-10-22,,29,82.26,4.6,,Jajarkot
2051-6-9,1994-09-25,,28.34,87.35,4.8,,Sankhuwasabha
2051-5-15,1994-08-31,,26.09,79.51,6,,India
2051-4-2,1994-07-17,,29.37,81.52,5.5,,Bajura
2051-3-11,1994-06-25,00:00,27.75,86.16,5.1,,Dolakha
